"crop","region","item","year","value"
"rice","us","Percentage of farms harvesting ratoon crop","2001.0","7.0"
"rice","us","Long","2001.0","71.0"
"rice","us","Medium","2001.0","27.0"
"rice","us","Short","2001.0","2.0"
"rice","us","Primary product:  Rice","2002.0","280.5599"
"rice","us","Total, gross value of production","2002.0","280.5599"
"rice","us","Seed","2002.0","20.32"
"rice","us","Fertilizer","2002.0","43.47"
"rice","us","Chemicals","2002.0","55.4"
"rice","us","Custom operations","2002.0","67.58"
"rice","us","Fuel, lube, and electricity","2002.0","60.66"
"rice","us","Repairs","2002.0","20.44"
"rice","us","Purchased irrigation water","2002.0","10.46"
"rice","us","Interest on operating capital","2002.0","2.34"
"rice","us","Total, operating costs","2002.0","280.66999999999996"
"rice","us","Hired labor","2002.0","27.67"
"rice","us","Opportunity cost of unpaid labor","2002.0","46.93"
"rice","us","Capital recovery of machinery and equipment","2002.0","84.64"
"rice","us","Opportunity cost of land","2002.0","107.21"
"rice","us","Taxes and insurance","2002.0","15.88"
"rice","us","General farm overhead","2002.0","23.32"
"rice","us","Total, allocated overhead","2002.0","305.65"
"rice","us","Total, costs listed","2002.0","586.3199999999999"
"rice","us","Value of production less total costs listed","2002.0","-305.7600999999999"
"rice","us","Value of production less operating costs","2002.0","-0.1100999999999317"
"rice","us","Price (dollars per cwt at harvest)","2002.0","3.97"
"rice","us","Yield (cwt per planted acre)","2002.0","70.67"
"rice","us","Enterprise size (planted acres)","2002.0","391.0"
"rice","us","Percentage of water from surface sources","2002.0","22.0"
"rice","us","Percentage of farms harvesting ratoon crop","2002.0","7.0"
"rice","us","Long","2002.0","71.0"
"rice","us","Medium","2002.0","27.0"
"rice","us","Short","2002.0","2.0"
"rice","us","Primary product:  Rice","2003.0","449.69399999999996"
"rice","us","Total, gross value of production","2003.0","449.69399999999996"
"rice","us","Seed","2003.0","19.06"
"rice","us","Fertilizer","2003.0","54.32"
"rice","us","Chemicals","2003.0","59.02"
"rice","us","Custom operations","2003.0","69.38"
"rice","us","Fuel, lube, and electricity","2003.0","73.78"
"rice","us","Repairs","2003.0","20.58"
"rice","us","Purchased irrigation water","2003.0","10.79"
"rice","us","Interest on operating capital","2003.0","1.62"
"rice","us","Total, operating costs","2003.0","308.55"
"rice","us","Hired labor","2003.0","27.96"
"rice","us","Opportunity cost of unpaid labor","2003.0","47.24"
"rice","us","Capital recovery of machinery and equipment","2003.0","85.26"
"rice","us","Opportunity cost of land","2003.0","105.08"
"rice","us","Taxes and insurance","2003.0","16.34"
"rice","us","General farm overhead","2003.0","23.94"
"rice","us","Total, allocated overhead","2003.0","305.82"
"rice","us","Total, costs listed","2003.0","614.37"
"rice","us","Value of production less total costs listed","2003.0","-164.67600000000004"
"rice","us","Value of production less operating costs","2003.0","141.14399999999995"
"rice","us","Price (dollars per cwt at harvest)","2003.0","6.3"
"rice","us","Yield (cwt per planted acre)","2003.0","71.38"
"rice","us","Enterprise size (planted acres)","2003.0","391.0"
"rice","us","Percentage of water from surface sources","2003.0","22.0"
"rice","us","Percentage of farms harvesting ratoon crop","2003.0","7.0"
"rice","us","Long","2003.0","71.0"
"rice","us","Medium","2003.0","27.0"
"rice","us","Short","2003.0","2.0"
"rice","us","Primary product:  Rice","2004.0","602.3296999999999"
"rice","us","Total, gross value of production","2004.0","602.3296999999999"
"rice","us","Seed","2004.0","27.01"
"rice","us","Fertilizer","2004.0","58.45"
"rice","us","Chemicals","2004.0","57.43"
"rice","us","Custom operations","2004.0","71.68"
"rice","us","Fuel, lube, and electricity","2004.0","78.23"
"rice","us","Repairs","2004.0","21.94"
"rice","us","Purchased irrigation water","2004.0","11.64"
"rice","us","Interest on operating capital","2004.0","2.57"
"rice","us","Total, operating costs","2004.0","328.95"
"rice","us","Hired labor","2004.0","30.04"
"rice","us","Opportunity cost of unpaid labor","2004.0","47.87"
"rice","us","Capital recovery of machinery and equipment","2004.0","90.99"
"rice","us","Opportunity cost of land","2004.0","113.11"
"rice","us","Taxes and insurance","2004.0","16.47"
"rice","us","General farm overhead","2004.0","24.38"
"rice","us","Total, allocated overhead","2004.0","322.86"
"rice","us","Total, costs listed","2004.0","651.81"
"rice","us","Value of production less total costs listed","2004.0","-49.48030000000006"
"rice","us","Value of production less operating costs","2004.0","273.3796999999999"
"rice","us","Price (dollars per cwt at harvest)","2004.0","8.11"
"rice","us","Yield (cwt per planted acre)","2004.0","74.27"
"rice","us","Enterprise size (planted acres)","2004.0","391.0"
"rice","us","Percentage of water from surface sources","2004.0","22.0"
"rice","us","Percentage of farms harvesting ratoon crop","2004.0","7.0"
"rice","us","Long","2004.0","71.0"
"rice","us","Medium","2004.0","27.0"
"rice","us","Short","2004.0","2.0"
"rice","us","Primary product:  Rice","2005.0","469.14209999999997"
"rice","us","Total, gross value of production","2005.0","469.14209999999997"
"rice","us","Seed","2005.0","27.56"
"rice","us","Fertilizer","2005.0","70.1"
"rice","us","Chemicals","2005.0","56.95"
"rice","us","Custom operations","2005.0","70.71"
"rice","us","Fuel, lube, and electricity","2005.0","110.15"
"rice","us","Repairs","2005.0","22.93"
"rice","us","Purchased irrigation water","2005.0","10.5"
"rice","us","Interest on operating capital","2005.0","6.22"
"rice","us","Total, operating costs","2005.0","375.12000000000006"
"rice","us","Hired labor","2005.0","29.81"
"rice","us","Opportunity cost of unpaid labor","2005.0","48.08"
"rice","us","Capital recovery of machinery and equipment","2005.0","94.77"
"rice","us","Opportunity cost of land","2005.0","113.37"
"rice","us","Taxes and insurance","2005.0","16.83"
"rice","us","General farm overhead","2005.0","25.66"
"rice","us","Total, allocated overhead","2005.0","328.52"
"rice","us","Total, costs listed","2005.0","703.6400000000001"
"rice","us","Value of production less total costs listed","2005.0","-234.49790000000013"
"rice","us","Value of production less operating costs","2005.0","94.02209999999991"
"rice","us","Price (dollars per cwt at harvest)","2005.0","6.59"
"rice","us","Yield (cwt per planted acre)","2005.0","71.19"
"rice","us","Enterprise size (planted acres)","2005.0","391.0"
"rice","us","Percentage of water from surface sources","2005.0","22.0"
"rice","us","Percentage of farms harvesting ratoon crop","2005.0","7.0"
"rice","us","Long","2005.0","71.0"
"rice","us","Medium","2005.0","27.0"
"rice","us","Short","2005.0","2.0"
"rice","us","Primary product:  Rice","2006.0","620.64"
"rice","us","Total, gross value of production","2006.0","620.64"
"rice","us","Seed","2006.0","36.75"
"rice","us","Fertilizer","2006.0","60.49"
"rice","us","Chemicals","2006.0","65.96"
"rice","us","Custom operations","2006.0","41.9"
"rice","us","Fuel, lube, and electricity","2006.0","95.9"
"rice","us","Repairs","2006.0","26.4"
"rice","us","Purchased irrigation water","2006.0","10.36"
"rice","us","Commercial drying","2006.0","20.61"
"rice","us","Interest on operating capital","2006.0","8.11"
"rice","us","Total, operating costs","2006.0","366.48"
"rice","us","Hired labor","2006.0","18.42"
"rice","us","Opportunity cost of unpaid labor","2006.0","41.23"
"rice","us","Capital recovery of machinery and equipment","2006.0","96.8"
"rice","us","Opportunity cost of land","2006.0","118.31"
"rice","us","Taxes and insurance","2006.0","15.49"
"rice","us","General farm overhead","2006.0","24.24"
"rice","us","Total, allocated overhead","2006.0","314.49"
"rice","us","Total, costs listed","2006.0","680.97"
"rice","us","Value of production less total costs listed","2006.0","-60.33000000000004"
"rice","us","Value of production less operating costs","2006.0","254.15999999999997"
"rice","us","Yield (cwt per planted acre)","2006.0","72.0"
"rice","us","Price (dollars per cwt at harvest)","2006.0","8.62"
"rice","us","Enterprise size (planted acres)","2006.0","511.0"
"rice","us","Primary product:  Rice","2007.0","779.76"
"rice","us","Total, gross value of production","2007.0","779.76"
"rice","us","Seed","2007.0","40.75"
"rice","us","Fertilizer","2007.0","66.96"
"rice","us","Chemicals","2007.0","66.16"
"rice","us","Custom operations","2007.0","45.5"
"rice","us","Fuel, lube, and electricity","2007.0","105.6"
"rice","us","Repairs","2007.0","27.07"
"rice","us","Purchased irrigation water","2007.0","11.84"
"rice","us","Commercial drying","2007.0","23.34"
"rice","us","Interest on operating capital","2007.0","8.74"
"rice","us","Total, operating costs","2007.0","395.96"
"rice","us","Hired labor","2007.0","19.21"
"rice","us","Opportunity cost of unpaid labor","2007.0","43.34"
"rice","us","Capital recovery of machinery and equipment","2007.0","101.52"
"rice","us","Opportunity cost of land","2007.0","117.16"
"rice","us","Taxes and insurance","2007.0","17.87"
"rice","us","General farm overhead","2007.0","24.68"
"rice","us","Total, allocated overhead","2007.0","323.78000000000003"
"rice","us","Total, costs listed","2007.0","719.74"
"rice","us","Value of production less total costs listed","2007.0","60.01999999999998"
"rice","us","Value of production less operating costs","2007.0","383.8"
"rice","us","Yield (cwt per planted acre)","2007.0","76.0"
"rice","us","Price (dollars per cwt at harvest)","2007.0","10.26"
"rice","us","Enterprise size (planted acres)","2007.0","511.0"
"rice","us","Primary product:  Rice","2008.0","1287.36"
"rice","us","Total, gross value of production","2008.0","1287.36"
"rice","us","Seed","2008.0","45.09"
"rice","us","Fertilizer","2008.0","110.8"
"rice","us","Chemicals","2008.0","68.68"
"rice","us","Custom operations","2008.0","44.91"
"rice","us","Fuel, lube, and electricity","2008.0","138.96"
"rice","us","Repairs","2008.0","27.96"
"rice","us","Purchased irrigation water","2008.0","11.32"
"rice","us","Commercial drying","2008.0","29.4"
"rice","us","Interest on operating capital","2008.0","3.31"
"rice","us","Total, operating costs","2008.0","480.43"
"rice","us","Hired labor","2008.0","19.52"
"rice","us","Opportunity cost of unpaid labor","2008.0","44.4"
"rice","us","Capital recovery of machinery and equipment","2008.0","110.87"
"rice","us","Opportunity cost of land","2008.0","126.6"
"rice","us","Taxes and insurance","2008.0","18.98"
"rice","us","General farm overhead","2008.0","25.28"
"rice","us","Total, allocated overhead","2008.0","345.65"
"rice","us","Total, costs listed","2008.0","826.0799999999999"
"rice","us","Value of production less total costs listed","2008.0","461.28"
"rice","us","Value of production less operating costs","2008.0","806.9299999999998"
"rice","us","Yield (cwt per planted acre)","2008.0","72.0"
"rice","us","Price (dollars per cwt at harvest)","2008.0","17.88"
"rice","us","Enterprise size (planted acres)","2008.0","511.0"
"rice","us","Primary product:  Rice","2009.0","1072.26"
"rice","us","Total, gross value of production","2009.0","1072.26"
"rice","us","Seed","2009.0","65.48"
"rice","us","Fertilizer","2009.0","103.94"
"rice","us","Chemicals","2009.0","75.89"
"rice","us","Custom operations","2009.0","48.11"
"rice","us","Fuel, lube, and electricity","2009.0","92.2"
"rice","us","Repairs","2009.0","28.5"
"rice","us","Purchased irrigation water","2009.0","12.18"
"rice","us","Commercial drying","2009.0","20.43"
"rice","us","Interest on operating capital","2009.0","0.62"
"rice","us","Total, operating costs","2009.0","447.35"
"rice","us","Hired labor","2009.0","20.08"
"rice","us","Opportunity cost of unpaid labor","2009.0","45.42"
"rice","us","Capital recovery of machinery and equipment","2009.0","117.81"
"rice","us","Opportunity cost of land","2009.0","147.33"
"rice","us","Taxes and insurance","2009.0","18.25"
"rice","us","General farm overhead","2009.0","25.86"
"rice","us","Total, allocated overhead","2009.0","374.75"
"rice","us","Total, costs listed","2009.0","822.1"
"rice","us","Value of production less total costs listed","2009.0","250.15999999999997"
"rice","us","Value of production less operating costs","2009.0","624.91"
"rice","us","Yield (cwt per planted acre)","2009.0","74.0"
"rice","us","Price (dollars per cwt at harvest)","2009.0","14.49"
"rice","us","Enterprise size (planted acres)","2009.0","511.0"
"rice","us","Primary product:  Rice","2010.0","795.7460000000001"
"rice","us","Total, gross value of production","2010.0","795.7460000000001"
"rice","us","Seed","2010.0","65.65"
"rice","us","Fertilizer","2010.0","79.2"
"rice","us","Chemicals","2010.0","73.65"
"rice","us","Custom operations","2010.0","48.03"
"rice","us","Fuel, lube, and electricity","2010.0","115.42"
"rice","us","Repairs","2010.0","29.27"
"rice","us","Purchased irrigation water","2010.0","11.24"
"rice","us","Commercial drying","2010.0","23.23"
"rice","us","Interest on operating capital","2010.0","0.42"
"rice","us","Total, operating costs","2010.0","446.11000000000007"
"rice","us","Hired labor","2010.0","20.23"
"rice","us","Opportunity cost of unpaid labor","2010.0","44.95"
"rice","us","Capital recovery of machinery and equipment","2010.0","121.87"
"rice","us","Opportunity cost of land","2010.0","146.9"
"rice","us","Taxes and insurance","2010.0","19.01"
"rice","us","General farm overhead","2010.0","26.17"
"rice","us","Total, allocated overhead","2010.0","379.13000000000005"
"rice","us","Total, costs listed","2010.0","825.2400000000001"
"rice","us","Value of production less total costs listed","2010.0","-29.494000000000028"
"rice","us","Value of production less operating costs","2010.0","349.636"
"rice","us","Yield (cwt per planted acre)","2010.0","70.42"
"rice","us","Price (dollars per cwt at harvest)","2010.0","11.3"
"rice","us","Enterprise size (planted acres)","2010.0","511.0"
"rice","us","Primary product:  Rice","2011.0","1069.9388"
"rice","us","Total, gross value of production","2011.0","1069.9388"
"rice","us","Seed","2011.0","67.4"
"rice","us","Fertilizer","2011.0","107.25"
"rice","us","Chemicals","2011.0","74.92"
"rice","us","Custom operations","2011.0","53.34"
"rice","us","Fuel, lube, and electricity","2011.0","143.93"
"rice","us","Repairs","2011.0","30.08"
"rice","us","Purchased irrigation water","2011.0","15.13"
"rice","us","Commercial drying","2011.0","33.47"
"rice","us","Interest on operating capital","2011.0","0.25"
"rice","us","Total, operating costs","2011.0","525.77"
"rice","us","Hired labor","2011.0","20.45"
"rice","us","Opportunity cost of unpaid labor","2011.0","48.1"
"rice","us","Capital recovery of machinery and equipment","2011.0","129.82"
"rice","us","Opportunity cost of land","2011.0","173.74"
"rice","us","Taxes and insurance","2011.0","19.54"
"rice","us","General farm overhead","2011.0","27.85"
"rice","us","Total, allocated overhead","2011.0","419.50000000000006"
"rice","us","Total, costs listed","2011.0","945.27"
"rice","us","Value of production less total costs listed","2011.0","124.66879999999992"
"rice","us","Value of production less operating costs","2011.0","544.1687999999999"
"rice","us","Yield (cwt per planted acre)","2011.0","72.44"
"rice","us","Price (dollars per cwt at harvest)","2011.0","14.77"
"rice","us","Enterprise size (planted acres)","2011.0","511.0"
"rice","us","Primary product:  Rice","2012.0","1166.1"
"rice","us","Total, gross value of production","2012.0","1166.1"
"rice","us","Seed","2012.0","68.28"
"rice","us","Fertilizer","2012.0","112.45"
"rice","us","Chemicals","2012.0","78.19"
"rice","us","Custom operations","2012.0","53.13"
"rice","us","Fuel, lube, and electricity","2012.0","142.76"
"rice","us","Repairs","2012.0","31.07"
"rice","us","Purchased irrigation water","2012.0","14.47"
"rice","us","Commercial drying","2012.0","33.63"
"rice","us","Interest on operating capital","2012.0","0.34"
"rice","us","Total, operating costs","2012.0","534.32"
"rice","us","Hired labor","2012.0","21.44"
"rice","us","Opportunity cost of unpaid labor","2012.0","49.18"
"rice","us","Capital recovery of machinery and equipment","2012.0","136.45"
"rice","us","Opportunity cost of land","2012.0","192.73"
"rice","us","Taxes and insurance","2012.0","19.85"
"rice","us","General farm overhead","2012.0","28.41"
"rice","us","Total, allocated overhead","2012.0","448.06"
"rice","us","Total, costs listed","2012.0","982.3800000000001"
"rice","us","Value of production less total costs listed","2012.0","183.7199999999998"
"rice","us","Value of production less operating costs","2012.0","631.7799999999999"
"rice","us","Yield (cwt per planted acre)","2012.0","78.0"
"rice","us","Price (dollars per cwt at harvest)","2012.0","14.95"
"rice","us","Enterprise size (planted acres)","2012.0","511.0"
"rice","us","Primary product:  Rice","2013.0","1395.2299999999998"
"rice","us","Total, gross value of production","2013.0","1395.2299999999998"
"rice","us","Seed","2013.0","84.39"
"rice","us","Fertilizer","2013.0","138.82"
"rice","us","Chemicals","2013.0","102.41"
"rice","us","Custom operations","2013.0","65.65"
"rice","us","Fuel, lube, and electricity","2013.0","106.07"
"rice","us","Repairs","2013.0","45.25"
"rice","us","Purchased irrigation water","2013.0","15.57"
"rice","us","Commercial drying","2013.0","44.09"
"rice","us","Interest on operating capital","2013.0","0.27"
"rice","us","Total, operating costs","2013.0","602.52"
"rice","us","Hired labor","2013.0","26.83"
"rice","us","Opportunity cost of unpaid labor","2013.0","66.62"
"rice","us","Capital recovery of machinery and equipment","2013.0","119.65"
"rice","us","Opportunity cost of land","2013.0","158.54"
"rice","us","Taxes and insurance","2013.0","16.01"
"rice","us","General farm overhead","2013.0","26.21"
"rice","us","Total, allocated overhead","2013.0","413.85999999999996"
"rice","us","Total, costs listed","2013.0","1016.3799999999999"
"rice","us","Value of production less total costs listed","2013.0","378.8499999999999"
"rice","us","Value of production less operating costs","2013.0","792.7099999999998"
"rice","us","Yield (cwt per planted acre)","2013.0","83.0"
"rice","us","Price (dollars per cwt at harvest)","2013.0","16.81"
"rice","us","Enterprise size (planted acres)","2013.0","569.0"
"rice","us","Primary product:  Rice","2014.0","1152.1000000000001"
"rice","us","Total, gross value of production","2014.0","1152.1000000000001"
"rice","us","Seed","2014.0","98.91"
"rice","us","Fertilizer","2014.0","135.4"
"rice","us","Chemicals","2014.0","100.36"
"rice","us","Custom operations","2014.0","60.69"
"rice","us","Fuel, lube, and electricity","2014.0","109.58"
"rice","us","Repairs","2014.0","47.68"
"rice","us","Purchased irrigation water","2014.0","11.78"
"rice","us","Commercial drying","2014.0","36.72"
"rice","us","Interest on operating capital","2014.0","0.18"
"rice","us","Total, operating costs","2014.0","601.3"
"rice","us","Hired labor","2014.0","26.81"
"rice","us","Opportunity cost of unpaid labor","2014.0","66.21"
"rice","us","Capital recovery of machinery and equipment","2014.0","127.59"
"rice","us","Opportunity cost of land","2014.0","150.15"
"rice","us","Taxes and insurance","2014.0","16.45"
"rice","us","General farm overhead","2014.0","25.09"
"rice","us","Total, allocated overhead","2014.0","412.29999999999995"
"rice","us","Total, costs listed","2014.0","1013.5999999999999"
"rice","us","Value of production less total costs listed","2014.0","138.50000000000023"
"rice","us","Value of production less operating costs","2014.0","550.8000000000002"
"rice","us","Yield (cwt per planted acre)","2014.0","82.0"
"rice","us","Price (dollars per cwt at harvest)","2014.0","14.05"
"rice","us","Enterprise size (planted acres)","2014.0","569.0"
"rice","us","Primary product:  Rice","2015.0","1060.29"
"rice","us","Total, gross value of production","2015.0","1060.29"
"rice","us","Seed","2015.0","101.77"
"rice","us","Fertilizer","2015.0","124.68"
"rice","us","Chemicals","2015.0","96.82"
"rice","us","Custom operations","2015.0","64.68"
"rice","us","Fuel, lube, and electricity","2015.0","70.44"
"rice","us","Repairs","2015.0","47.29"
"rice","us","Purchased irrigation water","2015.0","13.16"
"rice","us","Commercial drying","2015.0","24.51"
"rice","us","Interest on operating capital","2015.0","0.44"
"rice","us","Total, operating costs","2015.0","543.7900000000001"
"rice","us","Hired labor","2015.0","27.88"
"rice","us","Opportunity cost of unpaid labor","2015.0","69.09"
"rice","us","Capital recovery of machinery and equipment","2015.0","129.87"
"rice","us","Opportunity cost of land","2015.0","156.24"
"rice","us","Taxes and insurance","2015.0","19.36"
"rice","us","General farm overhead","2015.0","25.37"
"rice","us","Total, allocated overhead","2015.0","427.81000000000006"
"rice","us","Total, costs listed","2015.0","971.6000000000001"
"rice","us","Value of production less total costs listed","2015.0","88.68999999999983"
"rice","us","Value of production less operating costs","2015.0","516.4999999999999"
"rice","us","Yield (cwt per planted acre)","2015.0","81.0"
"rice","us","Price (dollars per cwt at harvest)","2015.0","13.09"
"rice","us","Enterprise size (planted acres)","2015.0","569.0"
"rice","us","Primary product:  Rice","2016.0","860.3399999999999"
"rice","us","Total, gross value of production","2016.0","860.3399999999999"
"rice","us","Seed","2016.0","99.03"
"rice","us","Fertilizer","2016.0","105.81"
"rice","us","Chemicals","2016.0","100.46"
"rice","us","Custom operations","2016.0","66.41"
"rice","us","Fuel, lube, and electricity","2016.0","62.46"
"rice","us","Repairs","2016.0","47.3"
"rice","us","Purchased irrigation water","2016.0","13.63"
"rice","us","Commercial drying","2016.0","21.57"
"rice","us","Interest on operating capital","2016.0","1.14"
"rice","us","Total, operating costs","2016.0","517.8100000000001"
"rice","us","Hired labor","2016.0","29.04"
"rice","us","Opportunity cost of unpaid labor","2016.0","71.46"
"rice","us","Capital recovery of machinery and equipment","2016.0","129.57"
"rice","us","Opportunity cost of land","2016.0","149.42"
"rice","us","Taxes and insurance","2016.0","19.28"
"rice","us","General farm overhead","2016.0","25.65"
"rice","us","Total, allocated overhead","2016.0","424.41999999999996"
"rice","us","Total, costs listed","2016.0","942.23"
"rice","us","Value of production less total costs listed","2016.0","-81.8900000000001"
"rice","us","Value of production less operating costs","2016.0","342.52999999999986"
"rice","us","Yield (cwt per planted acre)","2016.0","78.0"
"rice","us","Price (dollars per cwt at harvest)","2016.0","11.03"
"rice","us","Enterprise size (planted acres)","2016.0","569.0"
"rice","mp","Primary product:  Rice","2000.0","367.05240000000003"
"rice","mp","Total, gross value of production","2000.0","367.05240000000003"
"rice","mp","Seed","2000.0","18.62"
"rice","mp","Fertilizer","2000.0","38.07"
"rice","mp","Chemicals","2000.0","36.49"
"rice","mp","Custom operations","2000.0","40.68"
"rice","mp","Fuel, lube, and electricity","2000.0","65.91"
"rice","mp","Repairs","2000.0","20.3"
"rice","mp","Purchased irrigation water","2000.0","0.0"
"rice","mp","Interest on operating capital","2000.0","6.11"
"rice","mp","Total, operating costs","2000.0","226.18000000000004"
"rice","mp","Hired labor","2000.0","22.75"
"rice","mp","Opportunity cost of unpaid labor","2000.0","44.33"
"rice","mp","Capital recovery of machinery and equipment","2000.0","78.66"
"rice","mp","Opportunity cost of land","2000.0","85.9"
"rice","mp","Taxes and insurance","2000.0","14.85"
"rice","mp","General farm overhead","2000.0","20.36"
"rice","mp","Total, allocated overhead","2000.0","266.85"
"rice","mp","Total, costs listed","2000.0","493.0300000000001"
"rice","mp","Value of production less total costs listed","2000.0","-125.97760000000005"
"rice","mp","Value of production less operating costs","2000.0","140.8724"
"rice","mp","Price (dollars per cwt at harvest)","2000.0","5.58"
"rice","mp","Yield (cwt per planted acre)","2000.0","65.78"
"rice","mp","Enterprise size (planted acres)","2000.0","407.0"
"rice","mp","Percentage of water from surface sources","2000.0","3.0"
"rice","mp","Percentage of farms harvesting ratoon crop","2000.0","0.0"
"rice","mp","Long","2000.0","80.0"
"rice","mp","Medium","2000.0","20.0"
"rice","mp","Short","2000.0","0.0"
"rice","mp","Primary product:  Rice","2001.0","289.0602"
"rice","mp","Total, gross value of production","2001.0","289.0602"
"rice","mp","Seed","2001.0","15.46"
"rice","mp","Fertilizer","2001.0","49.22"
"rice","mp","Chemicals","2001.0","39.42"
"rice","mp","Custom operations","2001.0","41.71"
"rice","mp","Fuel, lube, and electricity","2001.0","71.07"
"rice","mp","Repairs","2001.0","20.86"
"rice","mp","Purchased irrigation water","2001.0","0.0"
"rice","mp","Interest on operating capital","2001.0","4.01"
"rice","mp","Total, operating costs","2001.0","241.75"
"rice","mp","Hired labor","2001.0","22.53"
"rice","mp","Opportunity cost of unpaid labor","2001.0","45.85"
"rice","mp","Capital recovery of machinery and equipment","2001.0","80.85"
"rice","mp","Opportunity cost of land","2001.0","83.75"
"rice","mp","Taxes and insurance","2001.0","15.2"
"rice","mp","General farm overhead","2001.0","21.02"
"rice","mp","Total, allocated overhead","2001.0","269.2"
"rice","mp","Total, costs listed","2001.0","510.95"
"rice","mp","Value of production less total costs listed","2001.0","-221.88979999999998"
"rice","mp","Value of production less operating costs","2001.0","47.31020000000001"
"rice","mp","Price (dollars per cwt at harvest)","2001.0","4.29"
"rice","mp","Yield (cwt per planted acre)","2001.0","67.38"
"rice","mp","Enterprise size (planted acres)","2001.0","407.0"
"rice","mp","Percentage of water from surface sources","2001.0","3.0"
"rice","mp","Percentage of farms harvesting ratoon crop","2001.0","0.0"
"rice","mp","Long","2001.0","80.0"
"rice","mp","Medium","2001.0","20.0"
"rice","mp","Short","2001.0","0.0"
"rice","mp","Primary product:  Rice","2002.0","250.61260000000001"
"rice","mp","Total, gross value of production","2002.0","250.61260000000001"
"rice","mp","Seed","2002.0","13.98"
"rice","mp","Fertilizer","2002.0","33.57"
"rice","mp","Chemicals","2002.0","47.4"
"rice","mp","Custom operations","2002.0","41.37"
"rice","mp","Fuel, lube, and electricity","2002.0","63.12"
"rice","mp","Repairs","2002.0","21.65"
"rice","mp","Purchased irrigation water","2002.0","0.0"
"rice","mp","Interest on operating capital","2002.0","1.86"
"rice","mp","Total, operating costs","2002.0","222.95000000000002"
"rice","mp","Hired labor","2002.0","23.66"
"rice","mp","Opportunity cost of unpaid labor","2002.0","49.21"
"rice","mp","Capital recovery of machinery and equipment","2002.0","83.91"
"rice","mp","Opportunity cost of land","2002.0","85.9"
"rice","mp","Taxes and insurance","2002.0","15.11"
"rice","mp","General farm overhead","2002.0","21.51"
"rice","mp","Total, allocated overhead","2002.0","279.3"
"rice","mp","Total, costs listed","2002.0","502.25"
"rice","mp","Value of production less total costs listed","2002.0","-251.63739999999999"
"rice","mp","Value of production less operating costs","2002.0","27.662599999999998"
"rice","mp","Price (dollars per cwt at harvest)","2002.0","3.62"
"rice","mp","Yield (cwt per planted acre)","2002.0","69.23"
"rice","mp","Enterprise size (planted acres)","2002.0","407.0"
"rice","mp","Percentage of water from surface sources","2002.0","3.0"
"rice","mp","Percentage of farms harvesting ratoon crop","2002.0","0.0"
"rice","mp","Long","2002.0","80.0"
"rice","mp","Medium","2002.0","20.0"
"rice","mp","Short","2002.0","0.0"
"rice","mp","Primary product:  Rice","2003.0","414.23120000000006"
"rice","mp","Total, gross value of production","2003.0","414.23120000000006"
"rice","mp","Seed","2003.0","15.82"
"rice","mp","Fertilizer","2003.0","45.18"
"rice","mp","Chemicals","2003.0","49.34"
"rice","mp","Custom operations","2003.0","42.4"
"rice","mp","Fuel, lube, and electricity","2003.0","80.11"
"rice","mp","Repairs","2003.0","21.51"
"rice","mp","Purchased irrigation water","2003.0","0.0"
"rice","mp","Interest on operating capital","2003.0","1.34"
"rice","mp","Total, operating costs","2003.0","255.70000000000002"
"rice","mp","Hired labor","2003.0","23.06"
"rice","mp","Opportunity cost of unpaid labor","2003.0","50.14"
"rice","mp","Capital recovery of machinery and equipment","2003.0","83.35"
"rice","mp","Opportunity cost of land","2003.0","83.75"
"rice","mp","Taxes and insurance","2003.0","15.47"
"rice","mp","General farm overhead","2003.0","22.0"
"rice","mp","Total, allocated overhead","2003.0","277.77"
"rice","mp","Total, costs listed","2003.0","533.47"
"rice","mp","Value of production less total costs listed","2003.0","-119.23879999999997"
"rice","mp","Value of production less operating costs","2003.0","158.53120000000004"
"rice","mp","Price (dollars per cwt at harvest)","2003.0","5.84"
"rice","mp","Yield (cwt per planted acre)","2003.0","70.93"
"rice","mp","Enterprise size (planted acres)","2003.0","407.0"
"rice","mp","Percentage of water from surface sources","2003.0","3.0"
"rice","mp","Percentage of farms harvesting ratoon crop","2003.0","0.0"
"rice","mp","Long","2003.0","80.0"
"rice","mp","Medium","2003.0","20.0"
"rice","mp","Short","2003.0","0.0"
"rice","mp","Primary product:  Rice","2004.0","595.0401999999999"
"rice","mp","Total, gross value of production","2004.0","595.0401999999999"
"rice","mp","Seed","2004.0","20.62"
"rice","mp","Fertilizer","2004.0","47.18"
"rice","mp","Chemicals","2004.0","49.19"
"rice","mp","Custom operations","2004.0","42.75"
"rice","mp","Fuel, lube, and electricity","2004.0","81.34"
"rice","mp","Repairs","2004.0","23.15"
"rice","mp","Purchased irrigation water","2004.0","0.0"
"rice","mp","Interest on operating capital","2004.0","2.08"
"rice","mp","Total, operating costs","2004.0","266.31"
"rice","mp","Hired labor","2004.0","26.29"
"rice","mp","Opportunity cost of unpaid labor","2004.0","49.91"
"rice","mp","Capital recovery of machinery and equipment","2004.0","89.69"
"rice","mp","Opportunity cost of land","2004.0","92.34"
"rice","mp","Taxes and insurance","2004.0","15.62"
"rice","mp","General farm overhead","2004.0","22.49"
"rice","mp","Total, allocated overhead","2004.0","296.34000000000003"
"rice","mp","Total, costs listed","2004.0","562.6500000000001"
