,County,WaterstatsID,UtilityType,UtilityName,AWWAGroup,Category,Region,AWWA_City,State_Name,State,Zip,Country,FIPS,City,PopDens,MedianIncome,Ground,Surface,Purchases,PrimarySource,SplitPercent,ResidentialRateStr,RateStruct,Seasonal,ResCharges1000cfService,ResCharges1000cfVolume,ResCharges1000cfTotal,ResCharges1500cfService,ResCharges1500cfVolume,ResCharges1500cfTotal,FixedChargeRatio,WWCharges1000cfService,WWCharges1000cfVolume,WWCharges1000cfTotal,WWCharges1500cfService,WWCharges1500cfVolume,WWCharges1500cfTotal,CombResCharges1000cfService,CombResCharges1000cfVolume,CombResCharges1000cfTotal,CombResCharges1500cfService,CombResCharges1500cfVolume,CombResCharges1500cfTotal,MGDailyWaterTreatmntProdCapacity,MGDAverageDayWaterProduction,MGDMaxDayWaterProduction,AvgPlantUtilization,MaxPlantUtilization,AnnualMGallonsSoldResNonres,AnnualMGallonsSoldWholesale,AnnualMGallonsSoldTotal,SvcPopRetail,SvcPopWholesale,SvcPopTotal,X.x,ScvPop,DailyPerCapitaConsumptionGallons,ActiveAccountResidential,ActiveAccountNonRes,AccountRatio_NonRes,ActiveAccountWholesale,ActiveAccountTotal,BSFullTimeEmployees,MGYWWTotalGallonsTreated,WaterPerEmployee,BSTotalAssets,BSLongtermDebt,DebtRatio,BSTotalAssetsComb,BSLongTermDebtComb,DebtRatioComb,ISOperatingRevenues,ISBeforeDepreciation,IncomeStatement_Depreciation_Expense,OpExpRev,ISInterestExpense,ISNetIncome,DebtPerMG,OpExpPerMG,NonOperatingRevenue,NonOperatingIncome,ISOperatingRevenuesComb,ISBeforeDepreciationComb,OpExpRevComb,ISInterestExpenseComb,ISNetIncomeComb,AverageCapitalNeeds,IncomeStatement_W_C_WW,WaterIS_Period,WastewaterIS_Period,UtilityType.1,WaterOnly,TempAve,TempVar,PrecipAnnual,PrecipSeasonal,MaxCumDef,NDI,X.y,mean,depth
258,San Bernardino,1341,2,"Ontario Utilities Department, City of",B,U,West,Ontario,California,CA,91761,USA,6071,Ontario,94.7,55519,75,0,25,2,,IB,2,0,18.5,19,37.5,18.5,28.5,47,0.65,22.51,0,22.51,22.51,0,22.51,41.01,19,60.01,41.01,28.5,69.51,7.2,35,51,486.11%,708.33%,13532,0,13532,174536,0,174536,1,174536,212.4144738,29320,4905,0.167291951,0,34225,53,0,255.3207547,"235,379,812.00","47,904,723.00",0.2,"293,536,165.00","47,904,723.00",0.16,40121342,"22,625,551.00",3017890,0.56,"2,591,258.00","38,059,443.00","3,540.11","1,672.00",1,0,"56,662,021.00","32,228,291.00",0.57,"2,591,258.00",45630922,"19,500,000.00",Water only,FY09,FY09,2,1,18.25,11.46,159.03,5.88,1.023263437,542.5841448,1299,2361.851112,1735.71509
259,San Bernardino,4594,1,West Valley Water District,C,U,West,Rialto,California,CA,92376,USA,6071,Rialto,94.7,53952,66.6,21.5,11.9,2,,U,1,0,12.06,12.1,24.16,12.06,18.15,30.21,0.66,0,0,0,0,0,0,12.06,12.1,24.16,12.06,18.15,30.21,0,20.71,27.43,0.00%,0.00%,6619,0,6619,61449,0,61449,0,61449,295.1105238,17557,1033,0.058836931,0,18590,56,0,118.1964286,"139,438,564.00","30,275,009.00",0.22,"139,438,564.00","30,275,009.00",0.22,12516368,"14,239,766.00",3435901,1.14,"1,323,745.00","-676,356.00","4,573.96","2,151.35",1,1,"12,516,368.00","14,239,766.00",1.14,"1,323,745.00",-676356,#DIV/0!,Water only,FY09,N / R,1,1,18.25,11.46,159.03,5.88,1.023263437,542.5841448,1299,2361.851112,1735.71509
260,San Diego,6889,3,San Diego County Water Authority,A,U,West,San Diego (SDCWA),California,CA,92123,USA,6073,San Diego,720.4,59810,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,420,496,725,118.10%,172.62%,0,181747,181747,0,3170000,3170000,0,0,157.0779137,0,0,#DIV/0!,24,24,285.75,0,636.0349956,"3,214,593,283.00","1,426,505,000.00",0.44,"3,214,593,283.00","1,426,505,000.00",0.44,359951622,"313,387,354.00",29000364,0.87,0,"75,468,535.00","7,848.85","1,724.31",1,0,"359,951,622.00","313,387,354.00",0.87,0,75468535,"212,000,000.00",Water only,CY09,N / R,3,0,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
261,San Diego,4610,2,Vallecitos Water District,C,U,West,San Marcos,California,CA,92069,USA,6073,San Marcos,720.4,60039,0,0,100,4,,IB,2,0,18.36,24.4,42.76,18.36,37.08,55.44,0.5,30.4,0,30.4,30.4,0,30.4,48.76,24.4,73.16,48.76,37.08,85.84,0,39.4,39.4,0.00%,0.00%,4978,948,5926,86500,0,86500,1,86500,187.6949877,18485,1929,0.104354882,2,20416,91,803,65.12087912,"173,876,107.00","36,802,393.00",0.21,"313,565,502.00","69,699,371.00",0.22,25751528,"24,728,643.00",4887167,0.96,"1,864,087.00","-3,153,955.00","6,210.33","4,172.91",1,0,"39,292,010.00","36,225,483.00",0.92,"3,134,877.00",-3313595,"2,475,750.00",Water only,FY09,FY09,2,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
262,San Diego,1367,2,"San Diego Water Department, City of",A,U,West,San Diego (City),California,CA,92123,USA,6073,San Diego,720.4,59810,0.37,6.8,92.83,4,,NA,4,0,17.71,33.76,51.47,17.71,51.45,69.16,0.34,15.21,35.71,50.92,15.21,56.57,71.78,32.92,69.47,102.39,32.92,108.02,140.94,294.2,179,243,60.84%,82.60%,56897,2655,59552,1376173,793918,2170091,0,2170091,75.18401965,249200,21669,0.086954254,3,270872,726,62333.13,82.02754821,"2,432,782,906.00","912,718,987.00",0.38,"5,886,107,348.00","2,231,778,319.00",0.38,342718693,"262,898,765.00",39626520,0.77,"28,081,318.00","57,697,881.00","15,326.42","4,414.61",0,1,"665,289,657.00","453,669,313.00",0.68,"74,232,731.00",109159359,"137,732,102.20",Water only,FY09,FY09,2,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
263,San Diego,4620,2,Valley Center Water District,B,U,West,Valley Center,California,CA,92082,USA,6073,Valley Center,720.4,84548,0,0,100,4,,U,1,0,22.52,29.49,52.01,22.52,44.24,66.76,0.51,0,0,0,0,0,0,22.52,29.49,52.01,22.52,44.24,66.76,0,0,0,0.00%,0.00%,10756,0,10756,25707,0,25707,1,25707,1146.321747,7734,1942,0.251099043,0,9676,70,146,153.6571429,"90,979,494.00","265,000.00",0,"113,124,874.00","265,000.00",0,33778803,"35,126,593.00",3394948,1.04,"9,470.00","-748,630.00",24.64,"3,265.77",1,1,"35,355,240.00","36,379,582.00",1.03,"9,470.00",10527504,"3,000,000.00",Water only,FY09,FY09,2,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
264,San Diego,1339,2,"Oceanside, City of",B,U,West,Oceanside,California,CA,92054,USA,6073,Oceanside,720.4,60553,9,0,91,4,,IB,2,0,16.98,28.2,45.18,16.98,42.3,59.28,0.4,20.63,24.85,45.48,20.63,48.5,69.13,37.61,53.05,90.66,37.61,90.8,128.41,36,6.5,32,18.06%,88.89%,8646.2,0,9855,179680,0,179680,1,179680,150.2671416,40018,3261,0.08148833,0,43279,72,0,136.875,"154,298,250.00","14,760,000.00",0.1,"333,612,771.00","80,544,958.00",0.24,42313564,"36,670,352.00",4004318,0.87,"706,480.00","3,528,366.00","1,497.72","3,720.99",0,1,"67,618,166.00","57,173,750.00",0.85,"-1,213,510.00",5084969,"9,385,190.00",Water only,FY09,FY09,2,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
265,San Diego,1305,1,Helix Water District,B,U,West,La Mesa,California,CA,91913,USA,6073,La Mesa,720.4,54526,0.4,26.8,72.8,4,,IB,2,0,20.05,21,41.05,20.05,35.6,55.65,0.56,0,0,0,0,0,0,20.05,21,41.05,20.05,35.6,55.65,106,40.37,53.39,38.08%,50.37%,12288,0,12288,263642,0,263642,1,263642,127.6949554,51169,4457,0.08710352,0,55626,155,0,79.27741936,"264,475,930.00","20,900,000.00",0.08,"264,475,930.00","20,900,000.00",0.08,55709548,"54,165,979.00",6441198,0.97,"1,242,882.00","-2,277,924.00","1,700.85","4,408.04",1,1,"55,709,548.00","54,165,979.00",0.97,"1,242,882.00",-2277924,"7,878,200.00",Water only,FY09,N / R,1,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
266,San Diego,1253,1,Sweetwater Authority,C,U,West,Chula Vista,California,CA,91912-2328,USA,6073,Chula Vista,720.4,58669,24,20,56,3,2,IB,2,0,19.75,3,22.75,19.75,37.5,57.25,0.53,0,0,0,0,0,0,19.75,3,22.75,19.75,37.5,57.25,36,19,31,52.78%,86.11%,7108,0,7108,186907,0,186907,1,186907,104.1907077,29760,3430,0.115255376,0,33190,141,0,50.41134752,"201,839,372.00","37,514,921.00",0.19,"201,839,372.00","37,514,921.00",0.19,38025074,"33,089,860.00",6100198,0.87,"1,839,126.00","-391,809.00","5,277.84","4,655.30",1,1,"38,025,074.00","33,089,860.00",0.87,"1,839,126.00",-391809,"6,020,000.00",Water only,FY09,N / R,1,1,16.23,7.41,336.48,14.19,58.10544601,0.426804056,1300,1187.938177,821.5952987
267,San Joaquin,4624,2,"Manteca, City of",C,U,West,Manteca,California,CA,95337,USA,6077,Manteca,455.9,61044,50.3,0,49.7,3,,IB,2,0,19.95,20.3,40.25,19.95,30.45,50.4,0.66,43.3,0,43.3,43.3,0,43.3,63.25,20.3,83.55,63.25,30.45,93.7,29.51,12.68,22.04,42.97%,74.69%,4171,0,4171,68847,0,68847,1,68847,165.9825012,18100,919,0.050773481,0,19019,20,2310,208.55,"113,818,508.00","43,093,486.00",0.38,"265,024,970.00","96,817,637.00",0.37,13557178,"7,831,923.00",2863701,0.58,"1,971,741.00","3,109,819.00","10,331.69","1,877.71",0,1,"28,653,711.00","15,176,952.00",0.53,"4,074,992.00",10074815,"6,258,020.00",Water only,FY09,FY09,2,1,15.92,8.27,329.21,45.07,12.78226372,2.081124999,1303,2069.736393,1255.502063
268,San Juan,4131,2,City of Farmington,C,U,West,Farmington,New Mexico,NM,87401,USA,35045,Farmington,22.1,49256,0,100,0,1,2,IB,2,0,13.24,17.65,27.6,13.24,26.48,36.43,0.5,7.47,7.48,14.95,7.47,17.95,25.42,20.71,25.13,42.55,20.71,44.43,61.85,30,12.47,23.27,41.57%,77.57%,3910,642,4552,50000,0,50000,0,50000,249.4246575,13529,2509,0.18545347,3,16041,23,1845,197.9130435,"38,771,791.00","2,865,343.00",0.07,"71,116,045.00","15,307,526.00",0.22,11038457,"5,974,593.00",1485009,0.54,"211,016.00","6,392,682.00",629.47,"1,312.52",1,1,"17,947,835.00","9,438,436.00",0.53,"638,068.00",8157536,"5,507,800.00",Water only,FY09,FY09,2,1,10.32,12.78,240.29,2.36,0.036797532,2.949847389,1304,2180.009333,1723.502902
269,Sandoval,4130,2,City of Rio Rancho,C,U,West,Rio Rancho,New Mexico,NM,87144,USA,35043,Rio Rancho,26.7,61688,100,0,0,2,2,IB,2,0,7,22.61,29.61,7,38.77,45.77,0.18,9,47.12,56.12,9,70.69,79.69,16,69.73,85.73,16,109.46,125.46,33.2,11.2,19.7,33.73%,59.34%,3595.9,0,3595.9,84000,0,84000,1,0,117.283105,30609,1000,0.03267013,0,31609,12,1459.7,299.6583333,"271,071,173.00","127,137,801.00",0.47,"271,071,173.00","127,137,801.00",0.47,25974557,"13,764,926.00",4154423,0.53,"6,097,757.00","12,880,034.00","35,356.32","3,827.95",1,1,"25,974,557.00","27,529,852.00",1.06,"12,195,514.00",25760068,"20,391,294.60",Combined water and wastewater,FY09,FY09,2,0,9.38,11.74,341.11,2.65,0.010146464,1.917800655,1312,3714.861111,2273.869567
270,Santa Barbara,1001,2,"Santa Barbara, City of",C,U,West,Santa Barbara,California,CA,93102,USA,6083,Santa Barbara,151.7,62118,8,92,0,1,1,IB,2,1,11.95,39.92,51.87,11.95,63.72,75.67,0.19,12.03,20.9,32.93,12.03,20.9,32.93,23.98,60.82,84.8,23.98,84.62,108.6,27,11.69,22.573,43.30%,83.60%,3964,0,3964,94100,0,94100,0,94100,115.4120507,22861,3293,0.144044443,0,26154,78,2731,50.82051282,"189,880,988.00","47,345,278.00",0.25,"288,632,080.00","64,270,278.00",0.22,32263322,"22,694,232.00",6177069,0.7,"1,752,209.00","3,283,901.00","11,943.81","5,725.08",1,0,"46,178,654.00","34,187,069.00",0.74,"2,525,862.00",1879134,11339773.2,Water only,FY09,FY09,2,1,10.55,3.95,478.97,88.36,0.196906579,0.912359885,1317,1817.313998,1394.258045
271,Santa Clara,1381,3,Santa Clara Valley Water District,A,U,West,San Jose (SCVWD),California,CA,95118,USA,6085,San Jose,1357.7,91864,0,11,89,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,220,106,134,48.18%,60.91%,0,38778.6,38778.6,0,1700000,1700000,0,0,62.49572925,0,0,#DIV/0!,8,8,454,0,85.4154185,"903,715,000.00","231,533,000.00",0.26,"903,715,000.00","231,533,000.00",0.26,140301000,"136,656,000.00",21413000,0.97,"9,868,000.00","6,561,000.00","5,970.64","3,524.01",1,1,"140,301,000.00","136,656,000.00",0.97,"9,868,000.00",6561000,"88,017,438.00",Water only,FY09,N / R,3,0,14.12,6.31,539.4,70.78,40.11857478,0.743524975,1318,1599.684211,825.9322041
272,Santa Clara,1249,1,"Burbank Water and Power, City of",C,U,West,Burbank,California,CA,91502,USA,6085,Burbank,1357.7,62078,50,0,50,3,,IB,2,1,9.66,24.19,33.85,9.66,36.29,45.95,0.27,0,0,0,0,0,0,9.66,24.19,33.85,9.66,36.29,45.95,13,17.55,24,135.00%,184.62%,6029,0,6029,108000,0,108000,0,108000,152.9426687,22509,3371,0.149762317,0,25880,48,0,125.6041667,"60,697,000.00","4,265,000.00",0.07,"60,697,000.00","4,265,000.00",0.07,21372000,"17,047,000.00",2526000,0.8,"258,000.00","2,444,000.00",707.41,"2,827.50",0,1,"21,372,000.00","17,047,000.00",0.8,"258,000.00",2444000,"10,060,000.00",Water only,FY09,N / R,1,1,14.12,6.31,539.4,70.78,40.11857478,0.743524975,1318,1599.684211,825.9322041
273,Santa Clara,1377,1,San Jos Municipal Water,C,U,West,San Jose,California,CA,95121,USA,6085,San Jose,1357.7,91864,4,0,96,4,,IB,2,0,9,21.43,30.43,9,33.47,42.47,0.27,0,0,0,0,0,0,9,21.43,30.43,9,33.47,42.47,0,0,0,0.00%,0.00%,6430,0,6430,124000,0,124000,1,124000,142.0680513,0,0,#DIV/0!,0,0,40,0,160.75,0,0,#DIV/0!,0,0,#DIV/0!,25770000,"25,295,000.00",0,0.98,0,"475,000.00",0,"3,933.90",0,0,"25,770,000.00","25,295,000.00",0.98,0,475000,"6,154,146.00",Water only,FY09,N / R,1,1,14.12,6.31,539.4,70.78,40.11857478,0.743524975,1318,1599.684211,825.9322041
274,Santa Cruz,4653,2,Watsonville Water Department,C,U,West,Watsonville,California,CA,95077,USA,6087,Watsonville,586.2,49196,90,10,0,2,,IB,2,0,9.13,14.04,23.17,9.13,21.16,30.29,0.43,20.33,0,20.33,20.33,0,20.33,29.46,14.04,43.5,29.46,21.16,50.62,10,6.9,9.1,69.00%,91.00%,2529,454,2983,65700,0,65700,1,65700,124.3927358,13654,2326,0.17035301,1,15981,28,2737,106.5357143,"96,235,078.00","30,290,944.00",0.31,"149,171,540.00","34,092,937.00",0.23,8234143,"7,456,703.00",776464,0.91,"1,521,662.00","3,416,954.00","10,154.52","2,499.73",1,1,"14,682,786.00","14,748,576.00",1,"1,699,867.00",1944765,"4,100,000.00",Water only,FY09,FY09,2,1,13.27,4.44,899.63,79.12,0.159603774,0.763387686,1319,1872.851064,1416.88203
275,Santa Cruz,1003,1,Santa Cruz Water Department,C,U,West,Santa Cruz,California,CA,95060,USA,6087,Santa Cruz,586.2,66181,4,96,0,1,1,IB,2,0,16.58,29.9,46.48,16.58,56.17,72.75,0.3,0,0,0,0,0,0,16.58,29.9,46.48,16.58,56.17,72.75,18,9.1,13.2,50.56%,73.33%,2109,1202,3311,95000,0,95000,1,95000,95.48666186,21461,2767,0.12893155,0,24228,90,0,36.78888889,"108,212,267.00","11,930,500.00",0.11,"108,212,267.00","11,930,500.00",0.11,25605358,"18,777,661.00",2269513,0.73,"546,931.00","5,174,916.00","3,603.29","5,671.30",0,0,"25,605,358.00","18,777,661.00",0.73,"546,931.00",5174916,"35,680,000.00",Water only,FY09,N / R,1,1,13.27,4.44,899.63,79.12,0.159603774,0.763387686,1319,1872.851064,1416.88203
276,Schenectady,9373,4,Rotterdam Wastewater Treatment Plant,X,U,Northeast,Schenectady,New York,NY,12306,USA,36093,Schenectady,702.2,38421,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,300,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,4,0,7.94,13.18,"1,022.60",1.36,0.019498876,22.03103736,1330,872.8314607,433.6439579
277,Sedgwick,1121,2,"Wichita Water & Sewer, City of",B,U,Midwest,Wichita,Kansas,KS,67202,USA,20173,Wichita,467.3,52232,40,60,0,3,,IB,2,0,9.63,12.23,21.86,9.63,29.69,39.32,0.32,4.32,12.48,16.8,4.32,12.48,16.8,13.95,24.71,38.66,13.95,42.17,56.12,160,55.97,96.54,34.98%,60.34%,16015,1299,17314,612000,0,612000,0,612000,77.50917719,128905,18025,0.139831659,11,146941,214.75,13442.6,80.62398137,"590,268,977.00","243,899,111.00",0.41,"1,026,622,479.00","422,172,048.00",0.41,51027297,"23,937,812.00",13331341,0.47,"7,730,673.00","13,456,863.00","14,086.81","1,382.57",0,1,"85,527,450.00","44,184,466.00",0.52,"14,239,706.00",15031669,"26,667,400.00",Water only,CY09,CY09,2,1,13.79,13.45,814.18,4.4,2.519467325,4.643287927,1344,1041.389333,929.381005
278,Seminole,1032,2,Orange County Utilities,B,U,South,Orange County,Florida,FL,32825,USA,12117,Sanford,1188.1,54027,99.5,0,0.5,2,2,IB,2,0,6.15,8.43,14.58,6.15,15.16,21.31,0.41,14.38,22.89,37.27,14.38,35.97,50.35,20.53,31.32,51.85,20.53,51.13,71.66,124.7,57.16,89.1,45.84%,71.45%,16700,3900,20600,382585,0,382585,1,382585,147.5184761,137479,6348,0.046174325,2,143829,183,18613,112.568306,"1,185,174,749.00","10,316,733.00",0.01,"1,185,174,749.00","10,316,733.00",0.01,44997723,"37,320,541.00",20054638,0.83,"115,327.00","-11,771,734.00",500.81,"1,811.68",1,1,"138,271,639.00","107,493,122.00",0.78,"332,172.00",-12581803,"37,110,220.80",Water only,FY09,FY09,2,1,22.09,5.72,"1,330.84",3.19,0.195229529,2.581229704,1345,1465.606557,1082.51005
279,Shelby,20088,4,City of Memphis,X,U,South,Memphis,Tennessee,TN,38103,USA,47157,Memphis,1189.8,42222,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,7.88,7.88,0,11.81,11.81,,,7.88,0,11.81,11.81,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,56127,#DIV/0!,0,0,#DIV/0!,"373,266,000.00","133,700,000.00",0.36,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"53,778,000.00","38,646,000.00",0.72,0,-3533000,#DIV/0!,,N / R,FY09,4,0,16.23,11.1,"1,336.03",1.58,0.366495502,20.0105498,1358,1229.917939,747.4816578
280,Skagit,3637,1,Skagit County Public Utilities District #1,C,U,West,Skagit County,Washington,WA,98273,USA,53057,Mount Vernon,63.5,55426,1.1,85.3,13.6,1,,IB,2,0,17.4,26.9,44.3,17.4,42,59.4,0.41,0,0,0,0,0,0,17.4,26.9,44.3,17.4,42,59.4,30,8.1,17.11,27.00%,57.03%,2803.59,40.76,2844.35,68000,0,68000,1,68000,114.5991136,20025,3397,0.169637953,2,23424,73,0,38.96369863,"162,227,946.00","26,745,585.00",0.16,"162,227,946.00","26,745,585.00",0.16,14295317,"8,947,726.00",3609699,0.63,"447,499.00","4,601,602.00","9,403.06","3,145.79",1,1,"14,295,317.00","8,947,726.00",0.63,"447,499.00",4601602,"3,300,000.00",Water only,FY09,N / R,1,1,5.27,7.75,"1,991.46",5.54,0.013933409,0.360738934,1371,2004.050847,1545.374693
281,St. Louis,1226,1,"St. Louis Water Division, City of",A,U,Midwest,St. Louis,Missouri,MO,63110,USA,29189,Saint Louis,1967.6,35515,0,100,0,1,2,U,1,0,7.1,15.8,22.9,7.1,23.7,30.8,0.3,0,0,0,0,0,0,7.1,15.8,22.9,7.1,23.7,30.8,360,126,255,35.00%,70.83%,41006,5217,46223,350000,0,350000,0,350000,361.8238748,86000,7700,0.089534884,3,93703,340,0,135.95,"181,089,000.00","19,094,000.00",0.11,"181,089,000.00","19,094,000.00",0.11,48114000,"41,425,000.00",4605000,0.86,"1,398,000.00","1,673,000.00",413.08,896.2,1,0,"48,114,000.00","41,425,000.00",0.86,"1,398,000.00",1673000,"10,680,000.00",Water only,FY09,N / R,1,1,13.01,12.75,"1,008.43",1.69,20.04112437,0.315302474,1402,1074.98748,844.3979368
282,St. Lucie,2501,2,"Port St. Lucie Utilities, City of",C,U,South,Port St. Lucie,Florida,FL,34983,USA,12111,Saint Lucie,404.1,52978,100,0,0,2,2,IB,2,0,7.37,24.84,32.21,7.37,40.92,48.29,0.18,13.74,46.13,59.87,13.74,72.49,86.23,21.11,70.97,92.08,21.11,113.41,134.52,41.65,13.709,19.2,32.91%,46.10%,4246.202,0,4246.202,193830,0,193830,0,0,60.01872846,62589,2220,0.035469491,0,64809,0,2737.5,#DIV/0!,"853,831,496.00","452,648,774.00",0.53,"853,831,496.00","452,648,774.00",0.53,52688326,"31,453,827.00",29034914,0.6,"23,077,174.00","-6,063,386.00","106,600.86","7,407.52",1,1,"52,688,326.00","31,453,827.00",0.6,"23,077,174.00",-6063386,"10,518,000.00",Combined water and wastewater,FY09,FY09,2,0,20.18,4.23,"1,347.93",3.07,0.024590927,1.527334936,1403,3502.672727,3688.165508
283,Stafford,2207,2,Stafford County Dept. of Utilities,C,U,South,Stafford,Virginia,VA,22555-0339,USA,51179,Stafford,430,87373,0,100,0,1,2,IB,2,0,3.51,15.9,19.41,3.51,35.25,38.76,0.1,7.34,27.37,34.71,7.34,43.01,50.35,10.85,43.27,54.12,10.85,78.26,89.11,16,9.26,13.2,57.88%,82.50%,2667,0,2667,91000,0,91000,1,91000,80.29504742,29865,1608,0.05384229,0,31473,70,3079.4,38.1,"300,094,181.00","9,278,617.00",0.03,"300,094,181.00","9,278,617.00",0.03,9908290,"9,847,219.00",4851093,0.99,0,"-3,994,996.00","3,479.05","3,692.25",1,0,"21,885,057.00","20,302,405.00",0.93,0,-2460490,"21,134,600.00",Water only,FY09,FY09,2,1,13.34,11.54,"1,072.29",1.32,0.009247284,3.797979424,1409,884.0350318,328.306024
284,Stanislaus,6882,3,Modesto Irrigation District,B,U,West,Modesto,California,CA,95352,USA,6099,Modesto,334.7,52827,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,42,26.8,42,63.81%,100.00%,0,9786,9786,0,210000,210000,0,0,127.6712329,0,0,#DIV/0!,1,1,17.5,0,559.2,0,0,#DIV/0!,0,0,#DIV/0!,6300000,"6,300,000.00",0,1,0,0,0,643.78,0,0,"6,300,000.00","6,300,000.00",1,0,0,"4,028,000.00",Water only,CY09,N / R,3,0,15.86,8.78,333.4,48.94,4.093293638,2.484999788,1410,1371.174334,936.5069983
285,Stark,20071,1,Canton Water Department,C,U,Midwest,Canton,Ohio,OH,44705,USA,39151,Canton,652.8,37573,100,0,0,2,2,NA,4,0,0,16.61,16.61,0,24.92,24.92,0,0,0,0,0,0,0,0,16.61,16.61,0,24.92,24.92,40.5,19.98,28.04,49.33%,69.23%,4672.29,73.67,4745.96,130000,0,130000,0,130000,100.0202318,40413,3764,0.093138347,2,44179,104,0,45.63423077,0,0,#DIV/0!,0,0,#DIV/0!,11676664.88,"11,577,097.00",0,0.99,0,"99,567.88",0,"2,439.36",0,0,"11,676,664.88","11,577,097.00",0.99,0,99567.88,"1,171,250.00",Water only,FY09,N / R,1,1,9.95,12.15,968.02,1.63,0.16189021,463.946009,1414,1541.415954,1113.463435
286,Suffolk,1144,3,Massachusetts Water Resources Authority,A,U,Northeast,Boston (MWRA),Massachusetts,MA,2129,USA,25025,Boston,11364.4,51827,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,405,194.33,265.35,47.98%,65.52%,64667.068,0,64667.068,0,2500000,2500000,0,0,70.86801973,0,0,#DIV/0!,51,51,364,119347.307,177.6567802,"3,041,192,000.00","1,868,775,000.00",0.61,"8,199,822,000.00","5,542,113,000.00",0.68,187851000,"84,133,000.00",56991000,0.45,"88,060,000.00","-38,204,000.00","28,898.40","1,301.02",1,0,"550,720,000.00","260,171,000.00",0.47,"267,411,000.00",-86859000,"86,194,400.00",Water only,FY09,FY09,3,0,7.31,8.85,"1,093.78",1.29,24.78286427,40.30505049,1434,2362.06538,2613.118681
287,Suffolk,30155,2,"Suffolk, City of",C,U,South,Suffolk,Virginia,VA,23434,USA,51800,Suffolk,190,53770,75,25,0,2,,U,1,0,14.75,37.05,51.8,14.75,61.75,76.5,0.24,9.45,28.35,37.8,9.45,47.25,56.7,24.2,65.4,89.6,24.2,109,133.2,18.04,8,12.5,44.35%,69.29%,2024.77,116.52,2141.29,80000,10000,90000,0,0,65.18386606,23300,0,0,1,23301,122,0,17.55155738,"373,401,243.00","184,618,631.00",0.49,"373,401,243.00","184,618,631.00",0.49,24813989,"16,601,440.00",6191069,0.67,"5,772,191.00","-2,850,169.00","86,218.42","7,753.01",1,0,"24,813,989.00","33,202,880.00",1.34,"11,544,382.00",-5700338,"30,117,885.00",Combined water and wastewater,FY09,FY09,2,0,14.19,9.97,"1,209.02",1.57,0.005109273,831.778333,1434,2362.06538,2613.118681
288,Suffolk,1143,2,Boston Water and Sewer Commission,B,U,Northeast,Boston (BWSC),Massachusetts,MA,2119,USA,25025,Boston,11364.4,51827,0,0,100,4,,IB,2,0,0,39.96,39.96,0,61.02,61.02,0,0,51.39,51.39,0,77.88,77.88,0,91.35,91.35,0,138.9,138.9,0,0,0,0.00%,0.00%,19946,0,19946,609023,0,609023,0,0,89.72826206,75531,11706,0.154982722,0,87237,506,0,39.41897233,"1,296,235,488.00","351,581,357.00",0.27,"1,296,235,488.00","351,581,357.00",0.27,252620091,"52,173,668.00",0,0.21,"14,486,657.00","148,328.00","17,626.66","2,615.75",1,1,"252,620,091.00","52,173,668.00",0.21,"14,486,657.00",148328,"49,628,333.33",Combined water and wastewater,CY09,N / R,2,0,7.31,8.85,"1,093.78",1.29,24.78286427,40.30505049,1434,2362.06538,2613.118681
